index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
285,04256520_1545a13dc5b12f51f77a6d7299806,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1545a13dc5b12f51f77a6d7299806.png
286,04256520_1575354ba1faad67490ad276cd2af3a4,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1575354ba1faad67490ad276cd2af3a4.png
287,04256520_1579af0fd3cb306154b2f0044ac86c5f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1579af0fd3cb306154b2f0044ac86c5f.png
288,04256520_157ed8452a7edab161412053ff521f64,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_157ed8452a7edab161412053ff521f64.png
289,04256520_1589b8a09c8bd67551d07d3e9ad67a2,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1589b8a09c8bd67551d07d3e9ad67a2.png
290,04256520_159a8e14ee6dde05f7628281ecb18112,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_159a8e14ee6dde05f7628281ecb18112.png
291,04256520_15c66bed7e6bdf85160c7765c528fad6,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_15c66bed7e6bdf85160c7765c528fad6.png
292,04256520_15ca4d51db95edd783f3ef99fe735c7e,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_15ca4d51db95edd783f3ef99fe735c7e.png
293,04256520_15d2efe697d229aceaf288f952624966,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_15d2efe697d229aceaf288f952624966.png
294,04256520_15d59eaf24645f501030665054ebb2a9,sofa,"A sofa with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_15d59eaf24645f501030665054ebb2a9.png
295,04256520_15fad17654ddfd3c33defcb28e53dee4,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_15fad17654ddfd3c33defcb28e53dee4.png
296,04256520_160887408a65f88f67903707764646db,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_160887408a65f88f67903707764646db.png
297,04256520_1613148b579a747814038d588fd1342f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1613148b579a747814038d588fd1342f.png
298,04256520_16296126c5a0b92ea597952f9a39cf73,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16296126c5a0b92ea597952f9a39cf73.png
299,04256520_163af537cd485a75e73748f506e4b955,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_163af537cd485a75e73748f506e4b955.png
300,04256520_164f50d574036cfb2ff0fced1c150b31,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_164f50d574036cfb2ff0fced1c150b31.png
301,04256520_165a78e3a2b705ef22c3a2386a9dfbe9,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_165a78e3a2b705ef22c3a2386a9dfbe9.png
302,04256520_1662f76e3762fc92413102507b68bcb5,sofa,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest. Reconstruction-relevant geometry includes slats and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1662f76e3762fc92413102507b68bcb5.png
303,04256520_16632d002fc0eec9917b96045c9b6dea,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16632d002fc0eec9917b96045c9b6dea.png
304,04256520_1667fb24efa940b9527e7f2c027f7469,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, and backrest.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1667fb24efa940b9527e7f2c027f7469.png
305,04256520_167088246175f31c593ebeeedbff73b,sofa,"A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_167088246175f31c593ebeeedbff73b.png
306,04256520_1670f9ce4de8a548d08f8c5dee475682,sofa,"A sofa with single main body, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1670f9ce4de8a548d08f8c5dee475682.png
307,04256520_1685b0cf2d1a2849d0a2ef258a9c71d6,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1685b0cf2d1a2849d0a2ef258a9c71d6.png
308,04256520_16a5920c004800ca76e9713f57a5fcb6,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16a5920c004800ca76e9713f57a5fcb6.png
309,04256520_16bb3ec52397cdf9cf01bc59d215f0,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16bb3ec52397cdf9cf01bc59d215f0.png
310,04256520_16ca439cd60eae5f23500a5b036df62e,sofa,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16ca439cd60eae5f23500a5b036df62e.png
311,04256520_16cc2e83a7ed73b7789a00cfce0c4a8b,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16cc2e83a7ed73b7789a00cfce0c4a8b.png
312,04256520_16dca17207a6a2b87f6fd4fd84c364f4,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars, slats, perforations or holes, cylindrical parts, and partly hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats; has_perforations_or_holes; has_cylindrical_parts; has_occluded_or_hidden_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16dca17207a6a2b87f6fd4fd84c364f4.png
313,04256520_16f90b5e8d9a36fe35dda488a4bbb1e1,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16f90b5e8d9a36fe35dda488a4bbb1e1.png
314,04256520_16fd88a99f7d4c857e484225f3bb4a8,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_16fd88a99f7d4c857e484225f3bb4a8.png
315,04256520_1712200bca469561d20e3ea5765d7edb,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1712200bca469561d20e3ea5765d7edb.png
316,04256520_17278f64413654cffebad4f49b26ec52,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17278f64413654cffebad4f49b26ec52.png
317,04256520_1731d53ab8b8973973800789ccff9705,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1731d53ab8b8973973800789ccff9705.png
318,04256520_1739665585ec210fb04cb542e2c50eb4,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1739665585ec210fb04cb542e2c50eb4.png
319,04256520_173d2bf95fb2e6353a9b2e04441ce376,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_173d2bf95fb2e6353a9b2e04441ce376.png
320,04256520_1746d1c62d9efc742665e2e07399c56f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1746d1c62d9efc742665e2e07399c56f.png
321,04256520_17555a8b1def80abce101336817a135f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17555a8b1def80abce101336817a135f.png
322,04256520_17770580d5c314ea268f063686455b81,sofa,"A sofa with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17770580d5c314ea268f063686455b81.png
323,04256520_17a768e79ba434b91ca25a4447d3477e,sofa,"A sofa with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17a768e79ba434b91ca25a4447d3477e.png
324,04256520_17b1927dbf59786a45b09d36414f81ec,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17b1927dbf59786a45b09d36414f81ec.png
325,04256520_17bcd5b12b4c3f96d8f5a246b73a66ee,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17bcd5b12b4c3f96d8f5a246b73a66ee.png
326,04256520_17c61068a15115a87c2f226180343d2e,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17c61068a15115a87c2f226180343d2e.png
327,04256520_17e050b62fc249687d3c9de9415fb224,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17e050b62fc249687d3c9de9415fb224.png
328,04256520_17e3db80502cd515bec7eb09198824ea,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17e3db80502cd515bec7eb09198824ea.png
329,04256520_17fbdd9d8e8b3e8dd2afe8d5254a0d04,sofa,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_17fbdd9d8e8b3e8dd2afe8d5254a0d04.png
330,04256520_181f594fb55e7d811b17743c18fb63dc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_181f594fb55e7d811b17743c18fb63dc.png
331,04256520_1824d5cfb7472fcf9d5cfc3a8d7af21d,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1824d5cfb7472fcf9d5cfc3a8d7af21d.png
332,04256520_1837416f6aef641bafcd24b8661a2fd9,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1837416f6aef641bafcd24b8661a2fd9.png
333,04256520_1843c388615d12dacb16624e184454c,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1843c388615d12dacb16624e184454c.png
334,04256520_1867c1751ae7bb2829024035009201d2,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1867c1751ae7bb2829024035009201d2.png
335,04256520_187386c46e9fb3a44b3c42e318f3affc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_187386c46e9fb3a44b3c42e318f3affc.png
336,04256520_1878633a36518ffc19fb4103277a6b93,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1878633a36518ffc19fb4103277a6b93.png
337,04256520_188505b2fc90ffad780bc2708a85ba9a,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_188505b2fc90ffad780bc2708a85ba9a.png
338,04256520_1896f141f12a0df135836c728d324152,sofa,"A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1896f141f12a0df135836c728d324152.png
339,04256520_189e64b308b4345d291d421ca3746ae2,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_189e64b308b4345d291d421ca3746ae2.png
340,04256520_18a45593c2ac4ffb6deee1099ca09a28,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_18a45593c2ac4ffb6deee1099ca09a28.png
341,04256520_18a6381f8a0dffc876828214888cb11e,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_18a6381f8a0dffc876828214888cb11e.png
342,04256520_18e4ebaba8998410ae8c9d3b8c4b9bc3,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_18e4ebaba8998410ae8c9d3b8c4b9bc3.png
343,04256520_18f8fb3fd6222959e8f8c11a24c52ebb,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_18f8fb3fd6222959e8f8c11a24c52ebb.png
344,04256520_1908750cd67208e0c4f370f57df9b202,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1908750cd67208e0c4f370f57df9b202.png
345,04256520_1914d0e6b9f0445b40e80a2d9f005aa7,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1914d0e6b9f0445b40e80a2d9f005aa7.png
346,04256520_19192524e6ae1e85cdca798c54fdf54a,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_19192524e6ae1e85cdca798c54fdf54a.png
347,04256520_191c92adeef9964c14038d588fd1342f,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_191c92adeef9964c14038d588fd1342f.png
348,04256520_192afbc1f0977f74861e0db9bb7afc48,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_192afbc1f0977f74861e0db9bb7afc48.png
349,04256520_192b06cd91bf659ce3db80a3cacc6e3,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_192b06cd91bf659ce3db80a3cacc6e3.png
350,04256520_192ca330a80532471b17743c18fb63dc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_192ca330a80532471b17743c18fb63dc.png
351,04256520_194ca5fd43b1c04be9ada1586a8c9364,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_194ca5fd43b1c04be9ada1586a8c9364.png
352,04256520_199085218ed6b8f5f33e46f65e635a84,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_199085218ed6b8f5f33e46f65e635a84.png
353,04256520_199f330c7a4880b84b3c42e318f3affc,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_199f330c7a4880b84b3c42e318f3affc.png
354,04256520_19b9fb3d3763cd1e4c4a4dca0a101f1c,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_19b9fb3d3763cd1e4c4a4dca0a101f1c.png
355,04256520_19dd57f04ed04422c528d33bca1ac2,sofa,"A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_19dd57f04ed04422c528d33bca1ac2.png
356,04256520_19f0a14207f4f953bb1b55ae5bd11e93,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_19f0a14207f4f953bb1b55ae5bd11e93.png
357,04256520_19f52379f01878ad9517a37c9996fdf8,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_19f52379f01878ad9517a37c9996fdf8.png
358,04256520_1a04dcce7027357ab540cc4083acfa57,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a04dcce7027357ab540cc4083acfa57.png
