object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
04256520_130c64a2c0232fd03fc2ef4fdfb57f60,True,"A sofa with single main body, curved shell, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Crescent-shaped sofa/banquette with flat curved seating band, continuous curved back and end arms, concave interior, and no exposed separate legs."
04256520_13169bd2b9b02ad44089c2a25bbcbf23,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_concavity; has_cylindrical_parts,"Sofa/daybed with flat rectangular body, thin rod-like rail frame, diagonal side braces, open rail gaps, visible legs, and a concave seating area."
04256520_13181141c0d32f2e593ebeeedbff73b,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity,"Boxy sofa with flat seat, arms/back and loose cushions, four thin exposed legs, open underside gaps, and concave seating area."
04256520_13534db5278d476d98e0d1738edd4f19,True,"A sofa with single main body, boxy volume, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Curved sofa with flat crescent seat, vertical paneled back and end arms, concave interior, and no reliably visible separate legs."
04256520_13568cb7d4bb7d90c274f5fac65789d8,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, thin supports, open gaps, concavity, cylindrical parts, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_thin_supports; has_open_gaps; has_concavity; has_cylindrical_parts; has_asymmetry,"Asymmetric sectional sofa with chaise extension, flat cushions, arms/back, open tubular sled-like support frame, and concave seating area."
04256520_136d5a16b110c84566b7da89cd9376ad,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, slats, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_slats; has_occluded_or_hidden_supports,"Rolled-arm sofa with flat ribbed/slatted-looking seat surface, cylindrical arms/back roll, concave seating, and hidden supports."
04256520_1372c28325f2794046dd596893434005,True,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Rounded sofa with flat seating band, large curved/rolled side shell, back and arms, concave seating area, and no clear separate legs."
04256520_137589e785a414b38a2d601af174cc3c,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_asymmetry,"Long asymmetric sectional sofa with flat seats, arms/back, many thin exposed legs, open underside gaps, and concave seating zones."
04256520_13990109140043c919fb4103277a6b93,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts,"Sofa with flat seat, curved side/back panels, rounded front edge, four visible legs with open underside, and concave seating area."
04256520_139b1622071f1864f7d7105e737c7740,True,"A sofa with single main body, boxy volume, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, slats, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_slats,"Bench-like sofa with flat seat, vertical slatted back and side arms, four visible legs, open gaps between slats, and concave seating area."
04256520_139b38251b5bab5214038d588fd1342f,True,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, cross braces or bars, open gaps, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_cross_braces_or_bars; has_open_gaps; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Rolled sofa with flat cushions, cylindrical rounded arms/back, a visible diagonal side brace/open side gap, concave seating area, and hidden base supports."
04256520_13a8c6129a8e80379904131b50e062f6,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"Asymmetric low sofa/chaise with flat modular seats, curved end section, arms/back, concave seating, and hidden supports."
04256520_13b60f5be9af777cc3bd24f986301745,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, pedestal or central support, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_pedestal_or_central_support; has_concavity; has_cylindrical_parts,"Rounded sofa with flat seat, rolled side/front forms, arms/back, concave seating area, and a broad central plinth-style support rather than separate legs."
04256520_13b9cc6c187edb98afd316e82119b42,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts,"Boxy sofa with flat seats, arms/back, round disk-like feet, open underside gaps, and concave seating area."
04256520_13d0d8dcb20c0071effcc073d8ec38f6,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats, perforations or holes, open gaps, cylindrical parts, and partly hidden supports.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, slats, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_perforations_or_holes; has_open_gaps; has_cylindrical_parts; has_occluded_or_hidden_supports,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_cylindrical_parts; has_slats,"Slatted bench-sofa with flat seats, vertical slatted back/arms, four visible legs, many open gaps between slats, and rounded rail-like cylindrical edges."
04256520_13d3462293023fe71f530727405d60cf,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts,"Boxy sofa with flat seat, arms/back, small visible legs with open underside gaps, rounded arm/rail details, and concave seating area."
04256520_13de905fd21e501567a4cd2863eb1ca,True,"A sofa with single main body, boxy volume, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, concavity, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_concavity; has_occluded_or_hidden_supports,"Minimal bench-like sofa form with flat seat, low vertical back, boxy wedge body, concave seating channel, and hidden supports; side armrests are not clear."
04256520_13f398918a8ae11b17743c18fb63dc,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_asymmetry,"Asymmetric sectional sofa with chaise extension, flat seats, arms/back, many thin visible legs, open underside gaps, and concave seating areas."
04256520_13f5779fa224ee03490ad276cd2af3a4,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_cylindrical_parts,"Sofa with flat seat, arms/back, rolled cylindrical side details, four thin visible legs, open underside gaps, and concave seating region."
04256520_14016326133a68c72897bf4febc9c106,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"L-shaped sectional sofa with flat seating surfaces, arms/back, asymmetric footprint, concave corner seating area, and hidden supports."
04256520_1429db0e06466860dfd64b437f0ace42,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, slats, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts; has_slats,"Rolled sofa/daybed with flat slatted seating surface, cylindrical arms/front rail, visible legs, open slat gaps, and concave seating area."
04256520_1441ae85e34e1564ad33b69f9597739,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Boxy sofa with flat seating area, arms/back, small visible low feet, and a concave seating pocket."
04256520_1442fc6ef6b82c8ae1da81584e31b667,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Rounded sofa with flat seat cushions, large rolled arms, backrest, concave seating area, and hidden supports."
04256520_144cee9408bcdc3ad062f9c4aeccfad2,True,"A sofa with single main body, boxy volume, flat horizontal surface, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, concavity, and occluded / hidden supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_concavity; has_occluded_or_hidden_supports,"Minimal armless sofa/bench with flat seat, low backrest, boxy base, concave seating channel, and hidden supports."
04256520_145bd097a4b1cb8a44db04bfb021976e,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Boxy sofa with flat seat, vertical back and rolled cylindrical arms, concave seating region, and no reliably exposed separate legs."
04256520_14658bfae450e891b89b974fa14a05a,True,"A sofa with single main body, boxy volume, distinct seat, and backrest. Reconstruction-relevant geometry includes slats, perforations or holes, and asymmetry.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, slats, open gaps, concavity, cylindrical parts, asymmetry, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_slats; has_perforations_or_holes; has_asymmetry,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_open_gaps; has_concavity; has_cylindrical_parts; has_asymmetry; has_slats; has_occluded_or_hidden_supports,"Asymmetric chaise/sectional sofa with a flat seating area, curved back/side shell, slatted extension with open gaps, rolled edges, and hidden supports; the slat gaps are not separate perforation holes."
04256520_146ad9d78f06f1f0b246c4171f2c393b,True,"A sofa with single main body, curved shell, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Curved sofa with flat seating surface, rolled/curved arms, vertical back, concave seating region, and no clearly exposed separate legs."
04256520_1476ee6116538beb1d0e6f3a33226a84,True,"A sofa with single main body, boxy volume, curved shell, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"Curved L-shaped sectional sofa with flat seating bands, vertical back/side arms, asymmetric footprint, concave corner seating, and hidden supports."
04256520_147a9f656054d718e10a48f2bbb9bef4,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_asymmetry,"Asymmetric chaise/sectional sofa with flat seating surfaces, arms/back, visible low legs, open underside gaps, and concave seating area."
04256520_147df78321f90f20a494798fa117187b,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Long boxy sofa with flat multi-cushion seat, back and arms, concave seating region, and mostly hidden supports."
04256520_14aa542942c9ef1264dd558a50c0650d,True,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"Curved asymmetric sectional sofa with flat seat, tall back/arms, rounded corner shell, concave seating region, and hidden supports."
04256520_14b9fdab8d264fc214038d588fd1342f,True,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Rolled sofa with flat seat cushions, rounded cylindrical arms/back, concave seating area, and hidden supports."
04256520_14bf301e9548eb788430c9c8b2cd5ae6,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity; has_asymmetry,"Boxy L-shaped sectional sofa with flat seating surfaces, arms/back, visible block legs, asymmetric footprint, and concave corner seating."
04256520_14c77d23044bdfd5327289c00b6dc9ca,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, and concavity.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_concavity,"Long armless sofa/bench with flat seat, vertical back, boxy base, small visible feet, and concave seating channel."
04256520_1507432d805eba8dd773dcca82f4a71e,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts,"Rolled-arm sofa with flat seat, curved/rounded back and arms, visible low legs, open underside gaps, and concave seating area."
04256520_150c9d9b92f7559f593ebeeedbff73b,True,"A sofa with single main body, boxy volume, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Rounded low sofa with flat seating surface, continuous curved arms/back, concave interior, and hidden supports."
04256520_150da8f39b055ad0b827fae7748988f,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, and concavity.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity,"Sofa with flat seat, curved side/back panels, arms/back, four visible legs, open underside gaps, and concave seating region."
04256520_1512e3c41de7a461e10a48f2bbb9bef4,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps; has_concavity,"Single armless lounge chair/bench with a flat seat, tall backrest, four visible legs, open underside gaps, and concave seating; it is not visually a multi-seat sofa."
04256520_152161d238fbc55d41cf86c757faf4f9,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and asymmetry.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_asymmetry,"Large L-shaped sectional sofa with flat modular seats, arms/back, multiple visible low feet, open underside gaps, asymmetric footprint, and concave corner seating."
04256520_15410f94aefb4982ded10515704c9720,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, cylindrical parts, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts; has_occluded_or_hidden_supports,"Boxy sofa with flat seat, rolled cylindrical arms/front edge, vertical back, concave seating area, and hidden supports."
04256520_1543a5ea73b6ab10df2fa7eaa812363c,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_asymmetry,"L-shaped sectional sofa with flat seats, arms/back, multiple visible low legs, open underside gaps, asymmetric footprint, and concave corner seating."
